基金代码,基金简称,日期,日增长率,近一周,近一月,近三月,近六月,近一年,近2年,近3年,今年来,成立来
673143,西部利得景程混合C,2022-02-18,-0.35,2.67,-6.32,-8.12,2.47,5.74,8.53,18.33,-9.50,26.47
005476,南方涪利定开债,2022-02-18,0.01,0.01,0.45,1.67,2.47,7.03,9.10,14.18,0.88,21.87
007942,恒生前海恒扬纯债债券C,2022-02-18,0,0.07,0.44,1.71,2.47,7.67,6.98,,0.70,15.18
008799,国金惠安利率债C,2022-02-18,-0.11,-0.06,0.10,2.09,2.47,7.05,,,0.68,4.40
009050,易方达恒裕一年定开债,2022-02-18,0.04,-0.05,0.41,1.61,2.47,6.78,,,0.94,9.02
008730,天弘纯享一年定开,2022-02-18,,0,0.57,1.86,2.47,5.63,,,0.89,5.75
008363,广发民丰一年定期开放债券,2022-02-18,,0.03,0.31,1.81,2.47,3.89,,,0.49,5.03
000217,华安黄金易ETF联接C,2022-02-18,0.85,3.10,3.58,0.50,2.46,2.66,5.91,29.69,2.95,37.55
002796,景顺长城景盈双利债券A,2022-02-18,0.08,-0.43,-0.18,1.29,2.46,5.65,5.37,12.24,0.10,24.31
002902,财通资管积极收益债券C,2022-02-18,0.19,-0.18,-0.02,0.78,2.46,4.74,8.37,13.09,0.26,27.57
004907,长安泓沣中短债债券A,2022-02-18,0,0.17,0.89,1.57,2.46,5.13,6.26,20.82,1.07,25.16
004859,泰康年年红纯债一年债券,2022-02-18,,-0.05,0.52,1.52,2.46,6.15,8.92,15.29,0.58,30.11
002521,永赢双利债券A,2022-02-18,0.61,0.03,-0.06,2.02,2.46,1.01,10.23,25.34,0.54,278.25
000200,博时岁岁增利一年定开债,2022-02-18,,0.09,0.60,1.66,2.46,5.06,7.99,14.47,0.95,61.15
007153,汇添富中证银行ETF联接A,2022-02-18,1.23,-1.05,3.09,5.98,2.46,-6.82,12.29,,7.04,11.66
007752,中银招利债券A,2022-02-18,0.15,0.14,0.26,1.43,2.46,5.52,11.03,,0.23,14.74
008770,东方红安鑫甄选一年持有混合,2022-02-18,0.17,-0.10,0.11,1.49,2.46,4.62,12.67,,0.29,12.23
009567,山西证券裕丰一年定开债,2022-02-18,,0.07,0.51,1.62,2.46,5.13,,,0.73,7.28
007611,汇安裕和纯债债券A,2022-02-18,0.02,0.04,0.54,1.42,2.46,7.13,,,1.01,8.45
009483,鹏华普利债券A,2022-02-18,0.01,0.03,0.83,1.59,2.46,6.88,,,1.23,8.47
000931,国寿安保尊益信用纯债债券,2022-02-18,-0.02,0.02,0.43,1.48,2.45,6.22,11.56,16.64,0.89,39.30
003030,安信新目标混合A,2022-02-18,0.14,0.15,0.28,1.43,2.45,4.51,22.71,35.61,0.22,53
217022,招商产业债券A,2022-02-18,0,0.06,0.31,1.30,2.45,6.45,10.26,17.39,0.68,104.68
004453,前海开源盈鑫A,2022-02-18,0.20,0.17,-0.33,1.11,2.45,1.14,39.06,68.12,-0.84,82.81
008741,国寿安保尊盛双债债券C,2022-02-18,0.13,-0.61,-0.06,0.67,2.45,5.79,,,-0.24,7.23
010514,淳厚益加债券C,2022-02-18,0.12,-0.15,-1.14,0.30,2.45,4.34,,,-1.59,4.15
010964,鹏华可转债债券C,2022-02-18,0.64,-3.32,-4.42,-2.87,2.45,11.28,,,-7.19,-4.42
012366,上投摩根安荣回报混合A,2022-02-18,0.09,-0.09,0.43,1.97,2.45,,,,0.44,2.89
070026,嘉实信用债券C,2022-02-18,0,-0.09,0.09,1.03,2.44,6.33,3.27,10.71,0.17,61.67
519686,交银上证180公司治理联接,2022-02-18,0.96,-0.47,0.54,3.57,2.44,-4.27,27.91,40.99,1.02,68.20
000526,国泰浓益灵活配置混合A,2022-02-18,0.14,0.44,-1.07,0.22,2.44,7.54,25.78,41.77,-1.14,77.49
000037,广发景宁债券A,2022-02-18,-0.02,-0.03,0.28,1.59,2.44,7.08,,,0.62,8.73
163008,长信利鑫债券(LOF)A,2022-02-18,0.67,-2.42,-1.42,0.62,2.44,2.75,4.93,11.60,-2.05,23
002177,信诚新泽B,2022-02-18,0.20,-0.14,0.20,1.31,2.44,0.34,38.06,55.64,-0.41,60.77
006331,中银国有企业债C,2022-02-18,0.04,-0.22,-0.09,1.37,2.44,6.42,7.88,13.48,0.13,18.38
005828,长江乐越定开债,2022-02-18,0.01,-0.02,0.55,1.71,2.44,6.38,8.82,12.99,0.85,19.77
270008,广发核心精选混合,2022-02-18,0.92,-0.65,-2.96,2.76,2.44,-13.75,56.11,86.71,-1.80,461.90
005934,前海联合先进制造混合C,2022-02-18,-0.55,4.83,-2.44,-3.05,2.44,-5.05,56,66.14,-6.89,66.36
007229,华安中债7-10年国开债C,2022-02-18,-0.10,-0.08,-0.09,1.86,2.44,7.47,65.39,,0.42,86.06
007860,平安5-10年期政策性金融债C,2022-02-18,-0.10,-0.06,-0.15,2,2.44,7.11,7.50,,0.29,7.69
010011,景顺景颐招利6个月持有期债券A,2022-02-18,0.33,0.10,0.37,1.55,2.44,7.25,,,0.53,11.63
009708,工银新兴制造混合C,2022-02-18,0.19,-0.07,-7.86,-6.71,2.44,12.11,,,-10,50.59
010408,安信浩盈6个月持有混合,2022-02-18,0.24,-0.10,0.34,1.81,2.44,6.24,,,0.72,6.22
004406,国寿安保稳寿混合C,2022-02-18,0.11,0.19,-0.38,1.32,2.44,4.51,24.19,36.74,-0.45,44.15
011742,大成惠平一年定开债发起式,2022-02-18,-0.05,-0.04,0.13,1.82,2.44,,,,0.64,5.12
011952,万家悦兴3个月定开债券,2022-02-18,-0.02,0.03,0.36,1.56,2.44,,,,0.74,2.52
012814,兴华安盈一年定开债券发起式,2022-02-18,0.01,0.05,0.38,1.46,2.44,,,,0.93,2.41
003380,信诚至选混合C,2022-02-18,0.16,0.03,-0.14,1.20,2.43,3.15,23.04,35.11,-0.45,49.64
004024,华泰保兴尊诚一年定开债,2022-02-18,,-0.32,0.56,1.59,2.43,7.41,10.96,18.24,0.85,36.83
003660,中加纯债两年债券A,2022-02-18,,-0.06,0.68,1.92,2.43,5.83,5,11.14,0.78,26.11
005292,华富星玉衡混合C,2022-02-18,,-0.92,0.09,0.76,2.43,3.79,8.54,13.94,-0.12,10.84
002143,博时裕坤3个月定开债,2022-02-18,,-0.01,0.28,1.66,2.43,4.53,6.74,11.63,0.42,25.21
005974,东方红配置精选混合A,2022-02-18,0.15,-0.13,-0.02,0.91,2.43,5.16,21.23,33.55,0.22,38.12
005853,财通聚利纯债债券,2022-02-18,0.02,0.08,0.44,1.36,2.43,4.77,6.53,11.66,0.76,13.31
006762,国泰聚享纯债债券,2022-02-18,0.01,0.01,0.47,1.65,2.43,5.25,7.94,12.64,0.89,13.47
008806,鑫元锦利一年定开债,2022-02-18,0.02,0.04,0.47,1.55,2.43,5.96,6.68,,0.94,6.89
008700,泰康瑞丰3月定开债券,2022-02-18,,-0.14,0.55,1.75,2.43,5.68,,,0.55,7.33
008131,景顺长城竞争优势混合,2022-02-18,-0.08,1.25,-1.28,-0.97,2.43,-17.47,,,-5.13,-0.97
011968,农银汇理金盛债券,2022-02-18,-0.04,0.02,0.28,1.76,2.43,,,,0.71,3.42
100018,富国天利增长债券,2022-02-18,0.02,-0.17,0.07,1.37,2.42,7.13,9.53,17.35,0.41,320.13
001407,景顺长城稳健回报混合C,2022-02-18,0.07,0.21,-0.21,0.94,2.42,4.25,17.38,26.95,-0.43,43.64
006438,博时央调ETF联接A,2022-02-18,0.97,0.30,-2.85,-0.70,2.42,5.79,30.22,29.11,-4.92,33.98
006929,博时富融纯债债券,2022-02-18,-0.01,0.04,0.58,1.55,2.42,5.63,8.46,12.68,0.96,12.86
009600,嘉实安泽一年定开债纯债,2022-02-18,-0.03,0,0.24,1.34,2.42,5.51,,,0.60,6.53
007367,易方达中债3-5年政金融债指数C,2022-02-18,-0.06,0.03,0.20,1.77,2.42,6.02,7.85,,0.64,9.31
010848,渤海汇金兴荣一年定期开放债券,2022-02-18,-0.04,0.04,0.32,1.60,2.42,,,,0.77,2.45
000914,中加纯债债券,2022-02-18,-0.01,0.09,0.56,1.61,2.41,5.96,7.78,15.56,1.06,43.70
519762,交银裕通纯债债券A,2022-02-18,0.05,0.07,0.54,1.58,2.41,5.29,7.04,10.98,0.91,22.03
002523,光大恒利纯债,2022-02-18,-0.05,-0.02,0.22,1.72,2.41,4.97,7.12,11.17,0.70,21.10
004175,博时鑫泰混合A,2022-02-18,0.22,-0.03,-0.08,1.29,2.41,1.32,25.35,54.74,-0.49,90.60
004913,中银证券聚瑞混合A,2022-02-18,1.43,1.28,-1.52,4.36,2.41,8.63,17.27,34.95,0.53,34.18
005749,银河庭芳3个月定开债券,2022-02-18,-0.02,0.04,0.27,1.47,2.41,4.50,6.82,10.37,0.63,16.46
007019,平安如意中短债E,2022-02-18,0,0.03,0.37,1.25,2.41,6.32,6.80,,0.68,12.91
007507,大成中债3-5年国开债A,2022-02-18,-0.09,0.05,0.18,1.79,2.41,5.89,7.75,,0.64,11.11
007154,汇添富中证银行ETF联接C,2022-02-18,1.23,-1.06,3.09,5.95,2.41,-6.91,12.07,,7.02,11.42
008453,兴全恒鑫债券C,2022-02-18,0.09,-1.08,-1.85,-0.12,2.41,8.33,21.54,,-1.96,21.78
008549,汇安中债-广西信用债A,2022-02-18,0.01,0.07,0.56,1.30,2.41,5.19,8.09,,0.80,8.41
007612,汇安裕和纯债债券C,2022-02-18,0.03,0.04,0.53,1.40,2.41,7.01,,,1,9.48
008504,国泰信用互利债券C,2022-02-18,0.07,-0.49,-0.65,0.41,2.41,5.89,,,-0.56,6.22
011322,国泰智能装备股票C,2022-02-18,-1.21,5.85,-10.20,-12.60,2.41,9.64,,,-12.92,9.11
012063,天弘中债1-5年政金债,2022-02-18,-0.05,0.05,0.27,1.71,2.41,,,,0.75,3.43
002245,泰康稳健增利债券A,2022-02-18,0.07,-0.29,-0.20,0.99,2.40,5.55,7.80,14.52,0,30.15
002423,华宝标普美国消费美元,2022-02-17,-2.52,-2.38,-7.50,-12.26,2.40,5.49,34.44,59.48,-10.93,118.36
002611,博时黄金ETF联接C,2022-02-18,0.82,3.01,3.53,0.41,2.40,2.67,6.47,29.49,2.90,30.75
003922,长盛盛康纯债债券A,2022-02-18,-0.03,0.03,0.32,1.64,2.40,3.08,3.55,7.27,0.81,15.91
004454,前海开源盈鑫C,2022-02-18,0.21,0.18,-0.33,1.10,2.40,1.02,38.67,67.59,-0.85,83.59
005178,华夏睿磐泰利混合C,2022-02-18,0.03,0.31,-0.24,0.80,2.40,6.97,24.32,37.05,-0.58,36.56
007078,工银3-5年国开债指数A,2022-02-18,-0.06,0.05,0.23,1.74,2.40,5.91,7.35,,0.69,12.54
003603,景顺长城泰安回报混合A,2022-02-18,0.08,0.29,-0.24,1.02,2.40,4.48,22.92,29.91,-0.45,48.57
007171,易方达中债3-5年国开行债A,2022-02-18,-0.06,0.06,0.20,1.69,2.40,6.11,8.10,,0.66,11.70
007564,鹏扬淳明债券A,2022-02-18,-0.01,0.02,0.33,1.65,2.40,5.42,7.51,,0.78,8.14
008340,华富中债-安徽信用债A,2022-02-18,0.01,0.06,0.46,1.48,2.40,5.48,,,0.84,7.04
006970,广发景利纯债,2022-02-18,-0.02,0.04,0.42,1.86,2.40,5.45,7.52,,0.84,10.44
008465,蜂巢添益纯债A,2022-02-18,-0.02,0.02,0.34,1.42,2.40,5.81,,,0.76,7.38
009461,东方臻萃3个月定开债券A,2022-02-18,0,0.02,0.53,1.78,2.40,5.09,,,0.66,8.58
590010,中邮稳定收益债券C,2022-02-18,0.09,-0.09,0.36,1.37,2.39,5.62,7.08,11.26,0.72,62.73
000720,南方稳利1年定开债C,2022-02-18,0,0,0.19,1.72,2.39,5.35,7.62,13.37,0.86,34.79
003612,南方卓元债券A,2022-02-18,0.21,-0.54,-0.51,1.84,2.39,1.22,11.52,17.95,-0.04,29.96
004555,南方和元A,2022-02-18,0,0,0.10,1.18,2.39,6.08,8.28,13.32,0.39,25.63
003065,光大尊富18个月定开债A,2022-02-18,-0.09,-0.01,0.18,1.08,2.39,6.01,8.96,14.63,0.61,15.67
006196,华夏中证央企ETF联接A,2022-02-18,0.97,0.32,-2.82,-0.82,2.39,5.43,30.13,28.57,-4.95,34.87
007800,申万菱信沪深300价值指数C,2022-02-18,1.28,-1.36,1.18,6.55,2.39,-4.60,18.19,,2.57,19.09
009197,北信瑞丰鼎盛中短债C,2022-02-18,0.01,0.09,0.45,1.16,2.39,4.42,,,0.80,5.24
010568,海富通惠睿精选混合A,2022-02-18,0.29,0.58,-0.42,0.46,2.39,9.94,,,-0.94,9.97
010820,安信稳健回报6个月混合C,2022-02-18,0.28,-0.08,-0.63,0.63,2.39,3.81,,,-0.76,6.03
011029,安信永盈一年定开债券,2022-02-18,,0.03,0.50,1.69,2.39,,,,0.70,5.30
970056,国联金如意3个月滚动持有债A,2022-02-18,0.02,0.10,0.49,1.31,2.39,,,,0.81,3.20
970063,华安证券合赢六个月持有债券,2022-02-18,0.03,0.02,0.29,1.18,2.39,,,,0.59,2.39
320013,诺安全球黄金,2022-02-17,1.38,2.69,3.30,0.10,2.38,-0.77,4.35,26.47,3.10,11.68
206004,鹏华信用增利债券B,2022-02-18,0.13,-0.23,-1.52,-1.57,2.38,3.06,11.15,24.86,-2.12,88.30
002059,国泰浓益灵活配置混合C,2022-02-18,0.16,0.39,-1.05,0.24,2.38,7.45,25.61,41.46,-1.13,165.22
002963,易方达黄金ETF联接C,2022-02-18,0.86,3.04,3.55,0.44,2.38,2.60,6.40,28.91,2.93,27.70
003157,招商招悦纯债C,2022-02-18,-0.02,0,0.16,1.40,2.38,6.98,9.26,15.91,0.48,28.54
003682,博时安弘一年定开债发起式A,2022-02-18,0.01,0.02,0.53,1.58,2.38,5.35,2.90,10.73,0.93,20.91
000246,博时月月薪定期支付债券,2022-02-18,,0.10,0.59,1.09,2.38,5.47,9.31,17.55,0.79,74.06
004736,富国鼎利纯债三个月定开债,2022-02-18,0,0.02,0.46,1.53,2.38,5.15,8.51,13.76,0.80,28.34
005051,上投标普港股通低波红利指数A,2022-02-18,0.42,-1.77,2.87,8.81,2.38,8.94,-4.80,-13.55,5.56,-10.81
004756,国寿安保稳吉混合A,2022-02-18,0.14,0.11,-1.03,0.83,2.38,3.97,24.77,36.33,-1.05,42.25
004908,长安泓沣中短债债券C,2022-02-18,-0.01,0.15,0.87,1.53,2.38,4.96,5.91,20.23,1.04,24.21
006224,中银中债3-5年期农发行债券,2022-02-18,-0.05,0.02,0.24,1.72,2.38,5.68,6.69,11.30,0.71,14.95
006747,东海祥利纯债,2022-02-18,0.02,0.07,0.37,1.22,2.38,2.37,1,2.16,0.72,2.47
006543,财通鸿利中短债债券C,2022-02-18,0.01,0.06,0.36,1.39,2.38,4.98,6.75,10.43,0.69,12.20
007962,博时中债3-5政金融债指数A,2022-02-18,-0.05,0.04,0.19,1.71,2.38,5.83,6.62,,0.64,8.13
009495,大成景轩中高等级债券A,2022-02-18,-0.10,-0.07,0,1.48,2.38,4.18,,,0.41,4.97
008233,中银恒优12个月持有期债券C,2022-02-18,0.01,-0.06,0.39,1.37,2.38,4.28,,,0.71,1.84
010212,景顺长城顺鑫回报混合C,2022-02-18,0.08,0.26,-0.27,1.05,2.38,4.63,,,-0.43,9.47
008881,国联安增顺纯债C,2022-02-18,-0.01,0.06,0.22,1.53,2.38,3.52,,,0.60,3.76
011654,国泰鑫享稳健6个月债券C,2022-02-18,0.04,-0.22,-1,0.81,2.38,,,,-1.03,2.59
011507,建信高端装备股票C,2022-02-18,-0.48,5.91,-11.58,-13.56,2.38,,,,-16.16,13.08
004100,鹏华安益增强混合,2022-02-18,0.01,-0.07,-1.60,-0.54,2.37,3.32,18.04,24.26,-1.89,39.72
004218,前海开源裕和混合A,2022-02-18,0.07,0.16,-0.53,0.84,2.37,7.03,22.29,42.20,-0.82,35.03
004464,万家玖盛9个月定开债A,2022-02-18,,0.05,0.59,1.69,2.37,5.69,9.65,16.34,0.77,24.20
005989,兴业纯债6个月定开债C,2022-02-18,,0.05,0.55,1.96,2.37,5.24,7.06,10.51,0.63,15.86
006027,国投瑞银顺祥债券,2022-02-18,-0.02,0.02,0.27,1.64,2.37,5.84,8.20,13.89,0.70,16.69
006846,中银福建国企债定开债A,2022-02-18,,0,0.47,1.75,2.37,5.49,9,,0.76,13.09
006953,华安安业债券A,2022-02-18,0.02,0.06,0.50,1.44,2.37,6.38,7.94,,0.85,33.19
006332,招商金鸿债券A,2022-02-18,0.02,-0.01,0.33,1.33,2.37,6.23,7.77,14.01,0.68,16.05
008202,中银恒裕9个月持有期债券A,2022-02-18,0.01,-0.18,0.20,1.37,2.37,6.28,8.60,,0.64,10.21
008509,南方得利一年定开债,2022-02-18,-0.05,0.04,0.24,1.40,2.37,9.53,,,0.69,10.48
010753,招商招旭纯债D,2022-02-18,0,0.06,0.33,1.31,2.37,6.36,,,0.66,7.91
011351,金鹰年年邮益一年持有混合A,2022-02-18,-0.16,1.68,-2.61,-2.22,2.37,,,,-3.94,10.70
010696,工银金融地产混合C,2022-02-18,1.70,-2.40,0,4.15,2.37,-7.28,,,1.15,-0.64
012580,财通资管鸿安30天滚动中短债A,2022-02-18,0.02,0.06,0.40,1.19,2.37,,,,0.65,3.55
003218,前海开源祥和债券A,2022-02-18,-0.09,0.07,-1.46,0.14,2.36,21.55,19.77,35.26,-1.88,49.12
481008,工银大盘蓝筹混合,2022-02-18,1.19,0.16,-2.90,-0.05,2.36,-8.55,62.96,98.13,-4.55,267.73
004021,广发汇富一年定期债券A,2022-02-18,,0.01,0.49,1.67,2.36,4.70,4.39,10.66,0.74,23.66
003859,招商招旭纯债A,2022-02-18,-0.01,0.05,0.32,1.30,2.36,6.32,9.27,16.16,0.65,25.62
372010,上投摩根强化回报债券A,2022-02-18,0.10,-0.09,0.29,1.79,2.36,3.52,9.06,18.93,0.36,62.67
004708,红塔红土盛商一年定开债A,2022-02-18,,-0.37,-3.28,-1.12,2.36,4.73,13.81,19.60,-4.92,25.12
005507,永赢丰利债券A,2022-02-18,0.01,0.01,0.39,1.54,2.36,5.71,6.36,10.57,0.73,17.50
007172,易方达中债3-5年国开行债C,2022-02-18,-0.06,0.08,0.21,1.68,2.36,6.57,8.48,,0.66,12.02
519617,银河君信混合C,2022-02-18,0.12,0.07,-1.26,0.22,2.36,4.84,23.63,37.55,-1.83,48.97
007666,华夏鼎泓债券A,2022-02-18,0.06,-0.26,-0.93,0.20,2.36,10.12,18.19,,-1.20,23.89
008595,平安惠智纯债债券,2022-02-18,-0.04,-0.02,0.10,1.56,2.36,6.09,,,0.50,6.38
008857,华夏鼎航债券A,2022-02-18,0,0.04,0.37,1.43,2.36,6.19,,,0.65,8.18
011309,富国消费主题混合C,2022-02-18,0.10,1.79,-2.68,-5.13,2.36,-12.32,,,-6.17,-5.41
007537,景顺长城景泰盈利纯债,2022-02-18,-0.01,0.06,0.36,1.47,2.36,6.69,9.54,,0.67,13
002587,金鹰添利信用债债券C,2022-02-18,0.23,-1.36,-0.99,-0.15,2.35,4.31,12.39,20.93,-1.80,30.60
003728,融通通宸债券,2022-02-18,-0.03,-0.01,0.17,1.19,2.35,4.30,7.53,18.34,0.37,30.21
000802,中金纯债C,2022-02-18,0,-0.02,0.47,1.69,2.35,4.08,4.93,8.14,0.94,27.58
004914,中银证券聚瑞混合C,2022-02-18,1.42,1.27,-1.54,4.32,2.35,8.51,17.33,34.92,0.52,33.88
005144,东吴优益债券A,2022-02-18,-0.08,0.11,-0.66,0.84,2.35,2.40,9.17,14.90,-0.72,14.38
005846,宝盈盈泰纯债债券A,2022-02-18,0.02,0.04,0.29,1.15,2.35,5.70,8.28,14.42,0.64,23.22
006956,鹏华永润一年定期开放债券,2022-02-18,0.07,0.07,0.55,1.45,2.35,3.83,4.75,,0.81,10.62
007508,大成中债3-5年国开债C,2022-02-18,-0.09,0.05,0.17,1.76,2.35,5.78,7.45,,0.63,10.71
007197,富国中债1-5年农发行A,2022-02-18,-0.02,0.06,0.33,1.62,2.35,5.33,7.06,,0.76,11.39
008644,天弘季季兴三个月定开A,2022-02-18,,-0.03,0.40,1.50,2.35,5.91,7.01,,0.69,8.89
008466,蜂巢添益纯债C,2022-02-18,-0.03,0.01,0.32,1.39,2.35,5.72,,,0.74,7.26
011657,天弘京津冀发起债C,2022-02-18,0.01,0.06,0.44,1.47,2.35,,,,0.87,3.49
012138,景顺长城安益回报一年持有混合A,2022-02-18,0.33,-0.01,0.68,1.99,2.35,,,,0.81,2.65
012295,华安锦灏金融债3个月定开债发起式,2022-02-18,-0.03,0.05,0.27,1.55,2.35,,,,0.68,2.67
320004,诺安优化收益债券,2022-02-18,0.39,-2.83,-3.08,-1.12,2.34,14.49,33.27,59.21,-4.17,226.89
003031,安信新目标混合C,2022-02-18,0.14,0.14,0.26,1.38,2.34,4.29,22.24,34.84,0.19,49.49
002690,前海开源恒泽混合A,2022-02-18,0.18,0.38,-0.65,0.96,2.34,1.09,6.84,8.42,-1.19,15.90
003923,长盛盛康纯债债券C,2022-02-18,-0.03,0.03,0.32,1.60,2.34,2.87,3.19,6.22,0.79,13
003424,江信洪福纯债,2022-02-18,0,0.05,0.40,1.36,2.34,5.95,8.01,13.85,0.78,26.19
000201,诺安泰鑫一年定开债A,2022-02-18,,0,0.58,1.85,2.34,5.41,7.59,12.63,0.87,51.44
004941,中加聚鑫纯债一年定开C,2022-02-18,,-0.08,0.55,1.27,2.34,5.35,9.82,15.43,0.63,22.54
007079,工银3-5年国开债指数C,2022-02-18,-0.06,0.05,0.23,1.70,2.34,5.80,7.12,,0.68,12.22
008030,农银汇理金益债券,2022-02-18,-0.05,0.02,0.26,1.66,2.34,5.60,8.54,,0.72,10.88
007252,广发中债农发债总指数A,2022-02-18,-0.04,0.01,0.22,1.59,2.34,5.19,6.08,,0.61,7.65
009462,东方臻萃3个月定开债券C,2022-02-18,0,0.01,0.52,1.75,2.34,4.97,,,0.64,8.36
009689,易方达瑞锦混合A,2022-02-18,0.13,0.03,-0.07,1.69,2.34,4.70,,,0.03,11.11
009784,安信尊享添利利率债A,2022-02-18,-0.08,0.02,0.34,1.69,2.34,5.81,,,0.73,7.77
009581,国寿中债3-5年政金债指数A,2022-02-18,-0.04,0.07,0.23,1.67,2.34,5.53,,,0.68,5.47
080005,长盛量化红利混合,2022-02-18,1.30,0.08,-0.48,4.69,2.33,8.79,71.94,105.93,-0.24,371.16
004176,博时鑫泰混合C,2022-02-18,0.22,-0.04,-0.09,1.24,2.33,1.20,25.08,54.26,-0.50,73.31
002756,招商招兴3个月定开A,2022-02-18,-0.02,0.03,0.27,1.50,2.33,5.87,7.18,13.02,0.71,29.33
004136,博时民泽纯债债券,2022-02-18,-0.02,0.07,0.27,0.35,2.33,3,5.36,8.92,0.42,18.29
160622,鹏华丰利债券(LOF),2022-02-18,0.10,-0.19,0,0.99,2.33,7.66,9.82,18.29,0.10,52.60
004757,国寿安保稳吉混合C,2022-02-18,0.14,0.11,-1.03,0.81,2.33,3.88,24.52,35.93,-1.06,41.69
007462,德邦锐泓债券C,2022-02-18,-0.01,0.02,0.31,1.57,2.33,5.73,7.96,,0.69,9.72
007295,天弘安益债券A,2022-02-18,-0.03,0.03,0.27,1.55,2.33,5.02,6.77,,0.72,10.49
007461,德邦锐泓债券A,2022-02-18,-0.01,0.02,0.31,1.57,2.33,5.74,7.97,,0.69,9.80
007485,博时中债3-5年国开行A,2022-02-18,-0.06,0.06,0.21,1.65,2.33,5.97,6.56,,0.65,10.01
007963,博时中债3-5政金融债指数C,2022-02-18,-0.05,0.04,0.19,1.68,2.33,5.72,6.39,,0.63,7.88
920007,中金恒瑞债券A,2022-02-18,0.01,0.07,0.38,1.13,2.33,6.10,,,0.63,8.74
009721,平安中债1-5年政策性金融债A,2022-02-18,-0.02,0.04,0.32,1.47,2.33,4.60,,,0.68,5.60
163827,中银产业债债券A,2022-02-18,0.18,-0.07,-0.51,0.44,2.33,4.18,14.32,22.92,-0.83,51.09
000182,景顺长城四季金利债券C,2022-02-18,0,0,0.16,1.48,2.32,5.10,2.66,7.48,0.57,45.55
002805,浙商汇金聚利一年定开债A,2022-02-18,,-0.09,0.09,1.20,2.32,6.13,7.78,13.01,0.09,26.91
003223,广发景丰纯债,2022-02-18,-0.04,-0.03,0.12,1.50,2.32,6.32,7.48,11.23,0.53,21.72
005467,华泰紫金智盈债券A,2022-02-18,-0.01,0,0.20,0.77,2.32,4.60,6.35,12.20,0.44,22.47
501100,博时安康定开债(LOF),2022-02-18,,0.08,0.69,1.28,2.32,5.55,9.41,19.25,0.99,30.21
007999,国联安恒利63个月定开债A,2022-02-18,,0.09,0.48,1.22,2.32,4.39,8.81,,0.58,9.57
008516,浦银安盛盛熙一年定开债券,2022-02-18,-0.06,0,0.07,1.54,2.32,5.37,,,0.53,4.92
008341,华富中债-安徽信用债C,2022-02-18,0,0.05,0.44,1.44,2.32,5.36,,,0.82,6.85
009691,国泰浩益混合A,2022-02-18,0.14,0.37,-1.04,0.14,2.32,8.40,,,-1.23,14.37
010440,诺德安鸿纯债,2022-02-18,0.01,0.12,0.45,1.30,2.32,4.10,,,0.77,4.29
005428,渤海汇金汇添益3个月定开,2022-02-18,0,0.06,0.38,1.31,2.32,4.94,5.31,6.91,0.73,8.09
000998,南方双元C,2022-02-18,0.08,-0.39,-0.46,0.86,2.31,6.19,12.80,19.61,-0.62,31.97
003549,浙商惠裕纯债,2022-02-18,-0.14,-0.12,0.09,1.27,2.31,6.08,8.45,13.74,0.52,21.11
003637,安信永鑫增强债券A,2022-02-18,0.15,0.02,-0.24,1.44,2.31,5.41,6.92,15.64,0,27.12
210014,金鹰元丰债券A,2022-02-18,-0.05,-1.70,-7.41,-6.90,2.31,19.37,45.92,78.60,-10.36,127.28
005485,海富通恒丰定开债券,2022-02-18,0.01,0.03,0.31,1.47,2.31,5.66,7.80,14.34,0.69,20.53
005706,兴业龙腾双益平衡混合,2022-02-18,0.40,0.34,0.36,1.01,2.31,-3.94,42.24,68.91,-0.20,77.57
000079,工银信用纯债三个月定开债C,2022-02-18,-0.02,-0.02,0.07,1.57,2.31,5.73,6.29,11.30,0.38,41.79
007888,农银汇理金盈债券,2022-02-18,-0.04,0.04,0.20,1.56,2.31,5.82,9.15,,0.62,12.46
007440,南方旭元债券A,2022-02-18,-0.03,-0.05,0.27,1.42,2.31,7.34,7.86,,0.32,11.26
008858,华夏鼎航债券C,2022-02-18,0,0.03,0.37,1.40,2.31,6.07,,,0.64,8.24
008383,招商安心收益债券A,2022-02-18,0,0.02,0.31,1.28,2.31,6.24,9.71,,0.65,11.88
001968,光大尊盈半年定开债A,2022-02-18,0.02,0.04,0.44,1.45,2.31,4.37,6.34,10.71,0.83,19.79
630107,华商稳健双利债券B,2022-02-18,0.13,-0.06,0.38,2.24,2.31,5.50,16.07,31.87,0.88,92.25
519322,浦银安盛盛元定开债A,2022-02-18,0.02,0.03,0.44,1.45,2.31,6.48,9.50,15.91,0.80,32.66
000815,鑫元合享纯债A,2022-02-18,-0.05,0.06,0.26,1.65,2.30,4.64,5.33,7.86,0.79,24.95
000415,大摩添利18个月定开债A,2022-02-18,,0,0.55,1.74,2.30,6.70,9.49,16.27,0.76,60.20
003041,鑫元得利债券,2022-02-18,-0.01,0.01,0.58,1.56,2.30,5.52,7.17,11.58,0.95,21.19
006258,华宸未来稳健添利债券C,2022-02-18,0.01,0.09,0.28,1.24,2.30,5.50,5.58,10.48,0.41,19.79
007104,易方达恒利定期开放债券,2022-02-18,0,0.02,0.31,1.27,2.30,4.22,6.35,,0.63,10.71
006954,华安安业债券C,2022-02-18,0.02,0.05,0.49,1.41,2.30,6.25,7.70,,0.83,32.84
